support,itemsets,length
0.009894068935849869,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS"", 'REGENCY CAKESTAND 3 TIER'})",2
0.007313007474323815,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS"", 'JUMBO STORAGE BAG SUKI'})",2
0.006721514222724095,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS"", 'PARTY BUNTING'})",2
0.008227133408614293,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS"", 'SET OF 3 CAKE TINS PANTRY DESIGN'})",2
0.00505457869548852,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS"", 'PACK OF 72 RETROSPOT CAKE CASES', 'REGENCY CAKESTAND 3 TIER'})",3
0.00505457869548852,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS"", 'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",3
0.00505457869548852,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS"", 'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT'})",3
0.021777706081626068,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",2
0.011345916007958272,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",2
0.015325052427810936,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO BAG RED RETROSPOT'})",2
0.011130827552831101,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO STORAGE BAG SUKI'})",2
0.01091573909770393,"frozenset({'HEART OF WICKER SMALL', 'WOODEN PICTURE FRAME WHITE FINISH'})",2
0.010754422756358552,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'NATURAL SLATE HEART CHALKBOARD'})",2
0.010539334301231381,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'PARTY BUNTING'})",2
0.009463892025595525,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'LUNCH BAG RED RETROSPOT'})",2
0.00914125934290477,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'REGENCY CAKESTAND 3 TIER'})",2
0.008227133408614293,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'ASSORTED COLOUR BIRD ORNAMENT'})",2
0.008119589181050707,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JAM MAKING SET PRINTED'})",2
0.00720546324676023,"frozenset({'LUNCH BAG  BLACK SKULL.', 'WOODEN PICTURE FRAME WHITE FINISH'})",2
0.006721514222724095,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'PACK OF 72 RETROSPOT CAKE CASES'})",2
0.005699844060870033,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'LUNCH BAG SPACEBOY DESIGN'})",2
0.005538527719524655,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'LUNCH BAG CARS BLUE'})",2
0.010216701618540625,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO BAG PINK POLKADOT'})",2
0.01010915739097704,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'SET OF 3 CAKE TINS PANTRY DESIGN'})",2
0.006775286336505888,"frozenset({'SPOTTY BUNTING', 'WOODEN PICTURE FRAME WHITE FINISH'})",2
0.008711082432650428,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",3
0.005753616174651826,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO BAG RED RETROSPOT'})",3
0.008495993977523257,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT'})",3
0.00505457869548852,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO STORAGE BAG SUKI', 'WHITE HANGING HEART T-LIGHT HOLDER'})",3
0.007151691132978437,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO STORAGE BAG SUKI', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",3
0.006237565198687961,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",4
0.0055922998333064475,"frozenset({'HEART OF WICKER SMALL', 'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",3
0.005914932515997204,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'NATURAL SLATE HEART CHALKBOARD', 'WHITE HANGING HEART T-LIGHT HOLDER'})",3
0.0051083508092703124,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'NATURAL SLATE HEART CHALKBOARD', 'JUMBO BAG RED RETROSPOT'})",3
0.0051083508092703124,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JAM MAKING SET PRINTED', 'JUMBO BAG RED RETROSPOT'})",3
0.008280905522396085,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",3
0.006506425767596924,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT'})",3
0.006452653653815131,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",3
0.005807388288433618,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",4
0.005914932515997204,"frozenset({'JUMBO BAG RED RETROSPOT', 'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",4
0.00505457869548852,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",4
0.00505457869548852,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'SET OF 3 CAKE TINS PANTRY DESIGN', 'WHITE HANGING HEART T-LIGHT HOLDER'})",3
0.02882185298704092,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.018013658116900574,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.00994784104963166,"frozenset({'HEART OF WICKER SMALL', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.00994784104963166,"frozenset({'JUMBO BAG RED RETROSPOT', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.008549766091305049,"frozenset({'REGENCY CAKESTAND 3 TIER', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.007958272839705328,"frozenset({'RECIPE BOX PANTRY YELLOW DESIGN', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.007689412270796365,"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.0074205517018874016,"frozenset({'LUNCH BAG RED RETROSPOT', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.007313007474323815,"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.007259235360542023,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.00720546324676023,"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.007151691132978437,"frozenset({'JUMBO STORAGE BAG SUKI', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.006775286336505888,"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.0066139699951605095,"frozenset({'JAM MAKING SET PRINTED', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.0066139699951605095,"frozenset({'JUMBO BAG PINK POLKADOT', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.006345109426251546,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.006130020971124375,"frozenset({'LUNCH BAG  BLACK SKULL.', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.005753616174651826,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.005000806581706727,"frozenset({'LUNCH BAG CARS BLUE', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.009087487229122978,"frozenset({'NATURAL SLATE HEART CHALKBOARD', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.006130020971124375,"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.005861160402215411,"frozenset({'LUNCH BAG PINK POLKADOT', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.00505457869548852,"frozenset({'LUNCH BAG WOODLAND', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.006882830564069474,"frozenset({'JAM MAKING SET WITH JARS', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.007635640157014572,"frozenset({'PARTY BUNTING', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.009248803570468355,"frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.005699844060870033,"frozenset({'SET OF 4 PANTRY JELLY MOULDS', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.01166854869064903,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE'})",3
0.0051083508092703124,"frozenset({'HEART OF WICKER SMALL', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE'})",3
0.005484755605742862,"frozenset({'HEART OF WICKER SMALL', 'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",3
0.005538527719524655,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO BAG RED RETROSPOT', 'WOODEN FRAME ANTIQUE WHITE'})",3
0.005861160402215411,"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER', 'WOODEN FRAME ANTIQUE WHITE'})",3
0.005000806581706727,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT', 'WOODEN FRAME ANTIQUE WHITE'})",3
0.005000806581706727,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT', 'WOODEN FRAME ANTIQUE WHITE'})",3
0.0052696671506156905,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'SET OF 3 CAKE TINS PANTRY DESIGN', 'WOODEN FRAME ANTIQUE WHITE'})",3
0.011507232349303651,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",2
0.010593106415013175,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.01010915739097704,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",2
0.006721514222724095,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD BLACK BOARD ANT WHITE FINISH'})",2
0.008280905522396085,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",3
0.009033715115341184,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",2
0.008280905522396085,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",2
0.00720546324676023,"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",2
0.006829058450287681,"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",2
0.005162122923052105,"frozenset({'WOOD BLACK BOARD ANT WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",2
0.006829058450287681,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'SAVE THE PLANET MUG'})",2
0.005162122923052105,"frozenset({'REGENCY CAKESTAND 3 TIER', 'SAVE THE PLANET MUG'})",2
0.008227133408614293,"frozenset({'EDWARDIAN PARASOL RED', 'EDWARDIAN PARASOL BLACK'})",2
0.008227133408614293,"frozenset({'EDWARDIAN PARASOL RED', 'EDWARDIAN PARASOL NATURAL'})",2
0.005162122923052105,"frozenset({'EDWARDIAN PARASOL RED', 'EDWARDIAN PARASOL NATURAL', 'EDWARDIAN PARASOL BLACK'})",3
0.005000806581706727,"frozenset({'RECIPE BOX PANTRY YELLOW DESIGN', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.025756842501478732,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.007044146905414852,"frozenset({'NATURAL SLATE HEART CHALKBOARD', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.006506425767596924,"frozenset({'JUMBO BAG RED RETROSPOT', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.005753616174651826,"frozenset({'REGENCY CAKESTAND 3 TIER', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.005377211378179276,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS"", 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.005861160402215411,"frozenset({'LUNCH BAG RED RETROSPOT', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.0051083508092703124,"frozenset({'PARTY BUNTING', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.008872398773995805,"frozenset({'HEART OF WICKER LARGE', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.008711082432650428,"frozenset({'HEART OF WICKER SMALL', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.005162122923052105,"frozenset({'LUNCH BAG  BLACK SKULL.', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.005215895036833898,"frozenset({'WOODEN FRAME ANTIQUE WHITE', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.005861160402215411,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.005430983491961069,"frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.005162122923052105,"frozenset({'NATURAL SLATE HEART CHALKBOARD', 'WHITE HANGING HEART T-LIGHT HOLDER', 'RED HANGING HEART T-LIGHT HOLDER'})",3
0.006506425767596924,"frozenset({'HEART OF WICKER LARGE', 'WHITE HANGING HEART T-LIGHT HOLDER', 'RED HANGING HEART T-LIGHT HOLDER'})",3
0.005484755605742862,"frozenset({'HEART OF WICKER SMALL', 'HEART OF WICKER LARGE', 'RED HANGING HEART T-LIGHT HOLDER'})",3
0.006130020971124375,"frozenset({'HEART OF WICKER SMALL', 'WHITE HANGING HEART T-LIGHT HOLDER', 'RED HANGING HEART T-LIGHT HOLDER'})",3
0.006829058450287681,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.006237565198687961,"frozenset({'ALARM CLOCK BAKELIKE RED', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.005968704629778996,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.01774479754799161,"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.014088293810829704,"frozenset({'HOT WATER BOTTLE I AM SO POORLY', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.010539334301231381,"frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY', 'SCOTTIE DOG HOT WATER BOTTLE'})",2
0.007958272839705328,"frozenset({'HAND WARMER OWL DESIGN', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.0066139699951605095,"frozenset({'RECIPE BOX PANTRY YELLOW DESIGN', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.005323439264397483,"frozenset({'JAM MAKING SET PRINTED', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.007904500725923537,"frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY', 'REGENCY CAKESTAND 3 TIER'})",2
0.009894068935849869,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS"", 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.007259235360542023,"frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY', 'PAPER CHAIN KIT VINTAGE CHRISTMAS'})",2
0.0066139699951605095,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.006183793084906168,"frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY', 'LUNCH BAG RED RETROSPOT'})",2
0.005861160402215411,"frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY', 'JUMBO BAG RED RETROSPOT'})",2
0.005807388288433618,"frozenset({'WOODLAND CHARLOTTE BAG', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.005753616174651826,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.005484755605742862,"frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY', 'VINTAGE SNAP CARDS'})",2
0.005430983491961069,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.005162122923052105,"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.0051083508092703124,"frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY', 'GREEN REGENCY TEACUP AND SAUCER'})",2
0.005000806581706727,"frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY', 'CHARLOTTE BAG PINK POLKADOT'})",2
0.005538527719524655,"frozenset({'LUNCH BAG CARS BLUE', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.005215895036833898,"frozenset({'LUNCH BAG  BLACK SKULL.', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.00505457869548852,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.005000806581706727,"frozenset({'PARTY BUNTING', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.014142065924611497,"frozenset({'HOT WATER BOTTLE KEEP CALM', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.007151691132978437,"frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY', 'POPCORN HOLDER'})",2
0.005968704629778996,"frozenset({'GARDENERS KNEELING PAD CUP OF TEA', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.005000806581706727,"frozenset({""JUMBO BAG 50'S CHRISTMAS"", 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.006667742108942302,"frozenset({'GARDENERS KNEELING PAD KEEP CALM', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",2
0.0052696671506156905,"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",3
0.01010915739097704,"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'HOT WATER BOTTLE I AM SO POORLY', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",3
0.006829058450287681,"frozenset({'HOT WATER BOTTLE KEEP CALM', 'HOT WATER BOTTLE I AM SO POORLY', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",3
0.005377211378179276,"frozenset({'HOT WATER BOTTLE KEEP CALM', 'CHOCOLATE HOT WATER BOTTLE', 'HOT WATER BOTTLE I AM SO POORLY', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",4
0.007366779588105608,"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'HOT WATER BOTTLE TEA AND SYMPATHY', 'SCOTTIE DOG HOT WATER BOTTLE'})",3
0.005968704629778996,"frozenset({'HOT WATER BOTTLE I AM SO POORLY', 'HOT WATER BOTTLE TEA AND SYMPATHY', 'SCOTTIE DOG HOT WATER BOTTLE'})",3
0.005162122923052105,"frozenset({'HOT WATER BOTTLE KEEP CALM', 'HOT WATER BOTTLE TEA AND SYMPATHY', 'SCOTTIE DOG HOT WATER BOTTLE'})",3
0.005484755605742862,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS"", 'CHOCOLATE HOT WATER BOTTLE', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",3
0.005323439264397483,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS"", 'HOT WATER BOTTLE I AM SO POORLY', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",3
0.006452653653815131,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS"", 'HOT WATER BOTTLE TEA AND SYMPATHY', 'PAPER CHAIN KIT VINTAGE CHRISTMAS'})",3
0.008926170887777599,"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'HOT WATER BOTTLE KEEP CALM', 'HOT WATER BOTTLE TEA AND SYMPATHY'})",3
0.01752970909286444,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'LUNCH BAG RED RETROSPOT'})",2
0.030811421196967254,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG RED RETROSPOT'})",2
0.014357154379738668,"frozenset({'LUNCH BAG RED RETROSPOT', 'REGENCY CAKESTAND 3 TIER'})",2
0.016776899499919343,"frozenset({'PARTY BUNTING', 'LUNCH BAG RED RETROSPOT'})",2
0.008012044953487122,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO BAG RED RETROSPOT', 'LUNCH BAG RED RETROSPOT'})",3
0.006076248857342582,"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG RED RETROSPOT', 'REGENCY CAKESTAND 3 TIER'})",3
0.007044146905414852,"frozenset({'LUNCH BAG RED RETROSPOT', 'PARTY BUNTING', 'REGENCY CAKESTAND 3 TIER'})",3
0.0066139699951605095,"frozenset({'PARTY BUNTING', 'JUMBO BAG RED RETROSPOT', 'LUNCH BAG RED RETROSPOT'})",3
0.005538527719524655,"frozenset({'PARTY BUNTING', 'WHITE HANGING HEART T-LIGHT HOLDER', 'LUNCH BAG RED RETROSPOT'})",3
0.018174974458245955,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'LUNCH BAG RED RETROSPOT'})",2
0.007850728612141743,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'ASSORTED COLOUR BIRD ORNAMENT'})",2
0.017422164865300856,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'JUMBO BAG RED RETROSPOT'})",2
0.018228746572027745,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'REGENCY CAKESTAND 3 TIER'})",2
0.01403452169704791,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'WHITE HANGING HEART T-LIGHT HOLDER'})",2
0.015862773565628863,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'PARTY BUNTING'})",2
0.012851535193848471,"frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN', 'PACK OF 72 RETROSPOT CAKE CASES'})",2
0.007528095929450987,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'LUNCH BAG RED RETROSPOT', 'REGENCY CAKESTAND 3 TIER'})",3
0.007366779588105608,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'JUMBO BAG RED RETROSPOT', 'LUNCH BAG RED RETROSPOT'})",3
0.006183793084906168,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'JUMBO BAG RED RETROSPOT', 'REGENCY CAKESTAND 3 TIER'})",3
0.006829058450287681,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO BAG RED RETROSPOT'})",3
0.00564607194708824,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'WHITE HANGING HEART T-LIGHT HOLDER', 'LUNCH BAG RED RETROSPOT'})",3
0.00564607194708824,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'WHITE HANGING HEART T-LIGHT HOLDER', 'REGENCY CAKESTAND 3 TIER'})",3
0.008065817067268914,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'PARTY BUNTING', 'REGENCY CAKESTAND 3 TIER'})",3
0.006721514222724095,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'PARTY BUNTING', 'LUNCH BAG RED RETROSPOT'})",3
0.005430983491961069,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'PARTY BUNTING', 'JUMBO BAG RED RETROSPOT'})",3
0.005000806581706727,"frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN', 'PACK OF 72 RETROSPOT CAKE CASES', 'JUMBO BAG RED RETROSPOT'})",3
0.0051083508092703124,"frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN', 'PACK OF 72 RETROSPOT CAKE CASES', 'REGENCY CAKESTAND 3 TIER'})",3
0.017368392751519062,"frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",2
0.00876485454643222,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'JUMBO BAG PINK POLKADOT'})",2
0.044039361187288274,"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",2
0.013765661128138948,"frozenset({'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG PINK POLKADOT'})",2
0.013711889014357154,"frozenset({'JUMBO BAG PINK POLKADOT', 'WHITE HANGING HEART T-LIGHT HOLDER'})",2
0.00720546324676023,"frozenset({'JUMBO BAG PINK POLKADOT', 'REGENCY CAKESTAND 3 TIER'})",2
0.010539334301231381,"frozenset({'NATURAL SLATE HEART CHALKBOARD', 'JUMBO BAG PINK POLKADOT'})",2
0.010001613163413454,"frozenset({'PARTY BUNTING', 'JUMBO BAG PINK POLKADOT'})",2
0.009410119911813734,"frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN', 'JUMBO BAG PINK POLKADOT'})",2
0.013389256331666398,"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT', 'LUNCH BAG RED RETROSPOT'})",3
0.006506425767596924,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",3
0.00973275259450449,"frozenset({'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",3
0.008442221863741464,"frozenset({'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",3
0.006721514222724095,"frozenset({'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT', 'LUNCH BAG RED RETROSPOT'})",4
